outcome,month,mmwr_week,week_date,age_group,vaccine_product,crude_vax_ir,crude_unvax_ir,crude_irr,age_adj_vax_ir,age_adj_unvax_ir,age_adj_irr
death,06 - JUN,23,Jun 06-Jun 12,80+,all_types,0.935352399,8.224006567,8.792415107,,,
death,06 - JUN,23,Jun 06-Jun 12,all_ages_adj,Janssen,0.099260608,0.992805906,10.00201317,0.080622114,1.278788094,15.861505347
death,06 - JUN,23,Jun 06-Jun 12,all_ages_adj,Moderna,0.101487695,0.992805906,9.782524881,0.0444342,1.278788094,28.77936675
death,06 - JUN,23,Jun 06-Jun 12,all_ages_adj,Pfizer,0.191986976,0.992805906,5.171214884,0.111462562,1.278788094,11.472803717
death,06 - JUN,23,Jun 06-Jun 12,all_ages_adj,all_types,0.150732219,0.992805906,6.586554047,0.081747172,1.278788094,15.643209005
death,06 - JUN,24,Jun 13-Jun 19,12-17,all_types,0,0.0166058,,,,
death,06 - JUN,24,Jun 13-Jun 19,18-29,all_types,0,0.074781591,,,,
death,06 - JUN,24,Jun 13-Jun 19,30-49,all_types,0.036408,0.31620108,8.684935376,,,
death,06 - JUN,24,Jun 13-Jun 19,50-64,all_types,0.0547712,1.699235344,31.024242424,,,
death,06 - JUN,24,Jun 13-Jun 19,65-79,all_types,0.227245237,5.657232041,24.894832169,,,
death,06 - JUN,24,Jun 13-Jun 19,80+,all_types,1.607769313,10.269760147,6.387583134,,,
death,06 - JUN,24,Jun 13-Jun 19,all_ages_adj,Janssen,0.350323715,1.162280334,3.317732384,0.315357969,1.489550664,4.723364589
death,06 - JUN,24,Jun 13-Jun 19,all_ages_adj,Moderna,0.12926445,1.162280334,8.991492541,0.076008717,1.489550664,19.597103149
death,06 - JUN,24,Jun 13-Jun 19,all_ages_adj,Pfizer,0.216408673,1.162280334,5.370765958,0.139422802,1.489550664,10.683694781
death,06 - JUN,24,Jun 13-Jun 19,all_ages_adj,all_types,0.191442905,1.162280334,6.071159099,0.113622322,1.489550664,13.109665775
death,06 - JUN,25,Jun 20-Jun 26,12-17,all_types,0,0,,,,
death,06 - JUN,25,Jun 20-Jun 26,18-29,all_types,0,0.066496234,,,,
death,06 - JUN,25,Jun 20-Jun 26,30-49,all_types,0.0088065,0.409949414,46.550629119,,,
death,06 - JUN,25,Jun 20-Jun 26,50-64,all_types,0.107319609,1.865648931,17.384045222,,,
death,06 - JUN,25,Jun 20-Jun 26,65-79,all_types,0.286947957,6.033706623,21.02718098,,,
death,06 - JUN,25,Jun 20-Jun 26,80+,all_types,1.491297745,9.654138525,6.473649248,,,
death,06 - JUN,25,Jun 20-Jun 26,all_ages_adj,Janssen,0.460646225,1.23142038,2.673245352,0.419553225,1.568463325,3.738413224
death,06 - JUN,25,Jun 20-Jun 26,all_ages_adj,Moderna,0.162607178,1.23142038,7.572976741,0.079475927,1.568463325,19.735074321
death,06 - JUN,25,Jun 20-Jun 26,all_ages_adj,Pfizer,0.189640784,1.23142038,6.493436447,0.121769293,1.568463325,12.880614532
death,06 - JUN,25,Jun 20-Jun 26,all_ages_adj,all_types,0.199893551,1.23142038,6.160380744,0.114963072,1.568463325,13.643192484
death,06 - JUN,26,Jun 27-Jul 03,12-17,all_types,0,0,,,,
death,06 - JUN,26,Jun 27-Jul 03,18-29,all_types,0,0.105855544,,,,
death,06 - JUN,26,Jun 27-Jul 03,30-49,all_types,0.0256025,0.549806446,21.474695703,,,
death,06 - JUN,26,Jun 27-Jul 03,50-64,all_types,0.105312202,2.378410483,22.584377102,,,
death,06 - JUN,26,Jun 27-Jul 03,65-79,all_types,0.284875647,6.844287658,24.025527411,,,
death,06 - JUN,26,Jun 27-Jul 03,80+,all_types,1.341769533,12.883358968,9.601767408,,,
death,06 - JUN,26,Jun 27-Jul 03,all_ages_adj,Janssen,0.386601694,1.541431136,3.987129805,0.335954471,1.94162363,5.779424876
death,06 - JUN,26,Jun 27-Jul 03,all_ages_adj,Moderna,0.100334006,1.541431136,15.362998025,0.0574111,1.94162363,33.819680513
death,06 - JUN,26,Jun 27-Jul 03,all_ages_adj,Pfizer,0.228249154,1.541431136,6.753283033,0.14831748,1.94162363,13.090996628
death,06 - JUN,26,Jun 27-Jul 03,all_ages_adj,all_types,0.189731302,1.541431136,8.124284834,0.114546542,1.94162363,16.95052151
death,07 - JUL,27,Jul 04-Jul 10,12-17,all_types,0,0.0175841,,,,
death,07 - JUL,27,Jul 04-Jul 10,18-29,all_types,0,0.175003476,,,,
death,07 - JUL,27,Jul 04-Jul 10,30-49,all_types,0.058467,0.984739396,16.842656256,,,
death,07 - JUL,27,Jul 04-Jul 10,50-64,all_types,0.155893434,4.149165916,26.615398734,,,
death,07 - JUL,27,Jul 04-Jul 10,65-79,all_types,0.516172337,10.148956952,19.661954392,,,
death,07 - JUL,27,Jul 04-Jul 10,80+,all_types,2.672910022,15.660163327,5.858844181,,,
death,07 - JUL,27,Jul 04-Jul 10,all_ages_adj,Janssen,0.231773949,2.357349026,10.170897293,0.217665573,2.921005601,13.419695004
death,07 - JUL,27,Jul 04-Jul 10,all_ages_adj,Moderna,0.261847433,2.357349026,9.002757838,0.132558375,2.921005601,22.035617168
death,07 - JUL,27,Jul 04-Jul 10,all_ages_adj,Pfizer,0.425547951,2.357349026,5.539561452,0.295614527,2.921005601,9.8811301
death,07 - JUL,27,Jul 04-Jul 10,all_ages_adj,all_types,0.349638165,2.357349026,6.742253173,0.215418196,2.921005601,13.559697639
death,07 - JUL,28,Jul 11-Jul 17,12-17,all_types,0,0.0356956,,,,
death,07 - JUL,28,Jul 11-Jul 17,18-29,all_types,0,0.22600198,,,,
death,07 - JUL,28,Jul 11-Jul 17,30-49,all_types,0.0492874,1.567408614,31.801435503,,,
death,07 - JUL,28,Jul 11-Jul 17,50-64,all_types,0.240094062,5.773621138,24.047329993,,,
death,07 - JUL,28,Jul 11-Jul 17,65-79,all_types,0.897242904,16.406579888,18.285549902,,,
death,07 - JUL,28,Jul 11-Jul 17,80+,all_types,4.172203309,25.034832811,6.000386596,,,
death,07 - JUL,28,Jul 11-Jul 17,all_ages_adj,Janssen,0.851056345,3.618205208,4.251428508,0.820904573,4.52234397,5.508976464
death,07 - JUL,28,Jul 11-Jul 17,all_ages_adj,Moderna,0.334328229,3.618205208,10.82231441,0.169996635,4.52234397,26.602549881
death,07 - JUL,28,Jul 11-Jul 17,all_ages_adj,Pfizer,0.660389399,3.618205208,5.478896561,0.440734471,4.52234397,10.26092641
death,07 - JUL,28,Jul 11-Jul 17,all_ages_adj,all_types,0.548954765,3.618205208,6.591080792,0.33044935,4.52234397,13.685437636
death,07 - JUL,29,Jul 18-Jul 24,12-17,all_types,0,0.0180911,,,,
death,07 - JUL,29,Jul 18-Jul 24,18-29,all_types,0,0.466389307,,,,
death,07 - JUL,29,Jul 18-Jul 24,30-49,all_types,0.072994015,2.454546266,33.626678389,,,
death,07 - JUL,29,Jul 18-Jul 24,50-64,all_types,0.450942325,9.081672696,20.13932203,,,
death,07 - JUL,29,Jul 18-Jul 24,65-79,all_types,1.868960357,24.868844094,13.306244836,,,
death,07 - JUL,29,Jul 18-Jul 24,80+,all_types,7.029350862,43.043419144,6.123384646,,,
death,07 - JUL,29,Jul 18-Jul 24,all_ages_adj,Janssen,1.730807991,5.759184376,3.327454232,1.669495603,7.169120333,4.294183418
death,07 - JUL,29,Jul 18-Jul 24,all_ages_adj,Moderna,0.675293947,5.759184376,8.528411068,0.338510096,7.169120333,21.178453535
death,07 - JUL,29,Jul 18-Jul 24,all_ages_adj,Pfizer,1.129489155,5.759184376,5.098928442,0.746014735,7.169120333,9.609891062
death,07 - JUL,29,Jul 18-Jul 24,all_ages_adj,all_types,1.007618267,5.759184376,5.715641094,0.60157199,7.169120333,11.917310736
death,07 - JUL,30,Jul 25-Jul 31,12-17,all_types,0,0.0549077,,,,
death,07 - JUL,30,Jul 25-Jul 31,18-29,all_types,0.016212,0.560850305,34.59478916,,,
death,07 - JUL,30,Jul 25-Jul 31,30-49,all_types,0.176139813,3.351984157,19.030247079,,,
death,07 - JUL,30,Jul 25-Jul 31,50-64,all_types,0.641518197,13.609604541,21.214682001,,,
death,07 - JUL,30,Jul 25-Jul 31,65-79,all_types,2.273131694,34.595657828,15.219381229,,,
death,07 - JUL,30,Jul 25-Jul 31,80+,all_types,10.49822995,51.039474302,4.861721885,,,
death,07 - JUL,30,Jul 25-Jul 31,all_ages_adj,Janssen,2.225105397,7.879136966,3.541017417,2.099378341,9.756876028,4.647507234
death,07 - JUL,30,Jul 25-Jul 31,all_ages_adj,Moderna,0.920491993,7.879136966,8.559701799,0.476639844,9.756876028,20.470122558
death,07 - JUL,30,Jul 25-Jul 31,all_ages_adj,Pfizer,1.598868876,7.879136966,4.927944427,1.093004991,9.756876028,8.926652766
death,07 - JUL,30,Jul 25-Jul 31,all_ages_adj,all_types,1.391815574,7.879136966,5.661049577,0.862369431,9.756876028,11.314032803
death,08 - AUG,31,Aug 01-Aug 07,12-17,all_types,0,0.092729317,,,,
death,08 - AUG,31,Aug 01-Aug 07,18-29,all_types,0.0159547,0.697695371,43.729864385,,,
death,08 - AUG,31,Aug 01-Aug 07,30-49,all_types,0.142444529,4.340608833,30.472274912,,,
death,08 - AUG,31,Aug 01-Aug 07,50-64,all_types,0.712145806,16.480678941,23.142281825,,,
death,08 - AUG,31,Aug 01-Aug 07,65-79,all_types,2.864818689,41.361232895,14.437644188,,,
death,08 - AUG,31,Aug 01-Aug 07,80+,all_types,13.428529781,66.443885821,4.94796429,,,
death,08 - AUG,31,Aug 01-Aug 07,all_ages_adj,Janssen,2.412189525,9.754771475,4.043949023,2.152889551,12.052295281,5.59819489
death,08 - AUG,31,Aug 01-Aug 07,all_ages_adj,Moderna,1.247914402,9.754771475,7.816859442,0.616721622,12.052295281,19.542521044
death,08 - AUG,31,Aug 01-Aug 07,all_ages_adj,Pfizer,1.928802736,9.754771475,5.05742308,1.340589564,12.052295281,8.990294721
death,08 - AUG,31,Aug 01-Aug 07,all_ages_adj,all_types,1.707753562,9.754771475,5.712048679,1.047121593,12.052295281,11.509929085
death,08 - AUG,32,Aug 08-Aug 14,12-17,all_types,0,0.0565326,,,,
death,08 - AUG,32,Aug 08-Aug 14,18-29,all_types,0.0157224,0.705132064,44.848782589,,,
death,08 - AUG,32,Aug 08-Aug 14,30-49,all_types,0.156559033,4.54704612,29.043652336,,,
death,08 - AUG,32,Aug 08-Aug 14,50-64,all_types,0.865166468,18.457642827,21.334209669,,,
death,08 - AUG,32,Aug 08-Aug 14,65-79,all_types,3.274125403,47.822930993,14.606322333,,,
death,08 - AUG,32,Aug 08-Aug 14,80+,all_types,15.167765202,67.006690851,4.417703594,,,
death,08 - AUG,32,Aug 08-Aug 14,all_ages_adj,Janssen,3.447023655,10.689795971,3.101166989,3.14376228,13.232600527,4.209160665
death,08 - AUG,32,Aug 08-Aug 14,all_ages_adj,Moderna,1.437019209,10.689795971,7.438867834,0.728121544,13.232600527,18.17361488
death,08 - AUG,32,Aug 08-Aug 14,all_ages_adj,Pfizer,2.064557224,10.689795971,5.177766858,1.430669069,13.232600527,9.249239261
death,08 - AUG,32,Aug 08-Aug 14,all_ages_adj,all_types,1.94053677,10.689795971,5.508679937,1.196001399,13.232600527,11.064034319
death,08 - AUG,33,Aug 15-Aug 21,12-17,all_types,0.105189249,0.0192432,0.182938633,,,
death,08 - AUG,33,Aug 15-Aug 21,18-29,all_types,0,0.694138097,,,,
death,08 - AUG,33,Aug 15-Aug 21,30-49,all_types,0.092910323,4.434556366,47.7294258,,,
death,08 - AUG,33,Aug 15-Aug 21,50-64,all_types,0.825902278,16.273701166,19.704148551,,,
death,08 - AUG,33,Aug 15-Aug 21,65-79,all_types,2.936675455,47.505806362,16.176730145,,,
death,08 - AUG,33,Aug 15-Aug 21,80+,all_types,15.028746807,69.391271057,4.617236018,,,
death,08 - AUG,33,Aug 15-Aug 21,all_ages_adj,Janssen,2.789861328,10.318916024,3.698720048,2.628974562,12.85004554,4.887854651
death,08 - AUG,33,Aug 15-Aug 21,all_ages_adj,Moderna,1.395785465,10.318916024,7.392909787,0.69231372,12.85004554,18.561015283
death,08 - AUG,33,Aug 15-Aug 21,all_ages_adj,Pfizer,1.95982776,10.318916024,5.265215769,1.368839987,12.85004554,9.387543953
death,08 - AUG,33,Aug 15-Aug 21,all_ages_adj,all_types,1.821018755,10.318916024,5.66656219,1.129774536,12.85004554,11.373991118
death,08 - AUG,34,Aug 22-Aug 28,12-17,all_types,0,0.098650423,,,,
death,08 - AUG,34,Aug 22-Aug 28,18-29,all_types,0,0.516229301,,,,
death,08 - AUG,34,Aug 22-Aug 28,30-49,all_types,0.076480742,3.267586561,42.724305329,,,
death,08 - AUG,34,Aug 22-Aug 28,50-64,all_types,0.565241622,13.619269234,24.094597274,,,
death,08 - AUG,34,Aug 22-Aug 28,65-79,all_types,2.798012284,41.27504093,14.751558155,,,
death,08 - AUG,34,Aug 22-Aug 28,80+,all_types,12.607326342,58.254757472,4.620706714,,,
death,08 - AUG,34,Aug 22-Aug 28,all_ages_adj,Janssen,2.075692191,8.621114043,4.153368249,1.961330629,10.764167999,5.488196553
death,08 - AUG,34,Aug 22-Aug 28,all_ages_adj,Moderna,1.337758186,8.621114043,6.44444873,0.658988557,10.764167999,16.334377716
death,08 - AUG,34,Aug 22-Aug 28,all_ages_adj,Pfizer,1.620818824,8.621114043,5.31898687,1.130422682,10.764167999,9.522250544
death,08 - AUG,34,Aug 22-Aug 28,all_ages_adj,all_types,1.552148496,8.621114043,5.554310084,0.952514799,10.764167999,11.300788198
death,09 - SEP,35,Aug 29-Sep 04,12-17,all_types,0,0,,,,
death,09 - SEP,35,Aug 29-Sep 04,18-29,all_types,0.0149412,0.472142062,31.600085801,,,
death,09 - SEP,35,Aug 29-Sep 04,30-49,all_types,0.075200143,2.669165368,35.494152683,,,
death,09 - SEP,35,Aug 29-Sep 04,50-64,all_types,0.526543077,11.332072692,21.521644072,,,
death,09 - SEP,35,Aug 29-Sep 04,65-79,all_types,2.036556083,33.835951006,16.61429866,,,
death,09 - SEP,35,Aug 29-Sep 04,80+,all_types,9.499421774,54.905078214,5.779833712,,,
death,09 - SEP,35,Aug 29-Sep 04,all_ages_adj,Janssen,1.740647157,7.344736112,4.219543335,1.696688377,9.139891521,5.386900533
death,09 - SEP,35,Aug 29-Sep 04,all_ages_adj,Moderna,0.920059653,7.344736112,7.982891205,0.470422763,9.139891521,19.429101297
death,09 - SEP,35,Aug 29-Sep 04,all_ages_adj,Pfizer,1.251928827,7.344736112,5.866736156,0.884122461,9.139891521,10.337811698
death,09 - SEP,35,Aug 29-Sep 04,all_ages_adj,all_types,1.17679704,7.344736112,6.241293835,0.737249961,9.139891521,12.397276367
